db_name,full_path,age,std
chalearn_15/Train,image_4489.jpg,47,4.790902
chalearn_15/Train,image_671.jpg,28,4.939875
chalearn_15/Train,image_3093.jpg,25,5.624023
chalearn_15/Train,image_4873.jpg,23,3.359422
chalearn_15/Train,image_4104.jpg,19,2.767339
chalearn_15/Train,image_5004.jpg,20,1.878992
chalearn_15/Train,image_4022.jpg,23,4.527693
chalearn_15/Train,image_1458.jpg,45,2.197363
chalearn_15/Train,image_3899.jpg,33,3.879678
chalearn_15/Train,image_1278.jpg,43,4.529993
chalearn_15/Train,image_4853.jpg,37,4.216706
chalearn_15/Train,image_4901.jpg,23,4.105127
chalearn_15/Train,image_1815.jpg,28,4.086986
chalearn_15/Train,image_428.jpg,38,5.016808
chalearn_15/Train,image_3181.jpg,21,4.535781
chalearn_15/Train,image_5026.jpg,20,2.908990
chalearn_15/Train,image_942.jpg,11,3.489630
chalearn_15/Train,image_2312.jpg,56,4.244868
chalearn_15/Train,image_2315.jpg,24,4.661154
chalearn_15/Train,image_4580.jpg,33,3.577851
chalearn_15/Train,image_1123.jpg,24,4.498520
chalearn_15/Train,image_1730.jpg,25,4.133542
chalearn_15/Train,image_329.jpg,31,3.943478
chalearn_15/Train,image_3505.jpg,29,4.169422
chalearn_15/Train,image_4606.jpg,34,3.195781
chalearn_15/Train,image_2898.jpg,25,5.928818
chalearn_15/Train,image_3314.jpg,37,4.316028
chalearn_15/Train,image_1809.jpg,23,4.397595
chalearn_15/Train,image_2154.jpg,60,4.705216
chalearn_15/Train,image_4824.jpg,21,3.534091
chalearn_15/Train,image_2418.jpg,25,4.088102
chalearn_15/Train,image_564.jpg,51,4.079100
chalearn_15/Train,image_4577.jpg,17,2.934174
chalearn_15/Train,image_824.jpg,63,3.419402
chalearn_15/Train,image_553.jpg,42,4.213250
chalearn_15/Train,image_674.jpg,47,3.566822
chalearn_15/Train,image_1633.jpg,19,3.237127
chalearn_15/Train,image_316.jpg,62,4.268749
chalearn_15/Train,image_3757.jpg,24,3.855374
chalearn_15/Train,image_4664.jpg,18,2.524371
chalearn_15/Train,image_808.jpg,29,4.709301
chalearn_15/Train,image_408.jpg,30,4.359578
chalearn_15/Train,image_1380.jpg,37,2.546607
chalearn_15/Train,image_1930.jpg,15,2.352906
chalearn_15/Train,image_4597.jpg,29,5.413563
chalearn_15/Train,image_4213.jpg,20,3.380459
chalearn_15/Train,image_3776.jpg,21,3.061446
chalearn_15/Train,image_3365.jpg,22,3.981438
chalearn_15/Train,image_3342.jpg,36,5.562673
chalearn_15/Train,image_3894.jpg,28,4.030496
chalearn_15/Train,image_4447.jpg,56,3.472751
chalearn_15/Train,image_1907.jpg,12,1.709188
chalearn_15/Train,image_4570.jpg,19,2.913704
chalearn_15/Train,image_456.jpg,30,5.424158
chalearn_15/Train,image_926.jpg,26,3.270814
chalearn_15/Train,image_1717.jpg,25,3.644985
chalearn_15/Train,image_636.jpg,40,3.712832
chalearn_15/Train,image_3006.jpg,35,4.430011
chalearn_15/Train,image_2449.jpg,39,4.721212
chalearn_15/Train,image_1293.jpg,54,4.440971
chalearn_15/Train,image_3953.jpg,49,4.781824
chalearn_15/Train,image_4810.jpg,27,4.828618
chalearn_15/Train,image_4039.jpg,23,3.684201
chalearn_15/Train,image_745.jpg,28,2.512215
chalearn_15/Train,image_1536.jpg,29,3.794170
chalearn_15/Train,image_3022.jpg,22,5.236623
chalearn_15/Train,image_4390.jpg,21,2.777689
chalearn_15/Train,image_4914.jpg,28,5.427161
chalearn_15/Train,image_3690.jpg,23,2.732187
chalearn_15/Train,image_1469.jpg,26,2.463941
chalearn_15/Train,image_2726.jpg,46,4.861440
chalearn_15/Train,image_4794.jpg,52,2.335398
chalearn_15/Train,image_4001.jpg,56,4.868645
chalearn_15/Train,image_3069.jpg,46,4.682140
chalearn_15/Train,image_4940.jpg,20,3.198373
chalearn_15/Train,image_2934.jpg,24,4.374802
chalearn_15/Train,image_3366.jpg,28,3.589681
chalearn_15/Train,image_698.jpg,46,4.529383
chalearn_15/Train,image_2962.jpg,34,6.105098
chalearn_15/Train,image_1740.jpg,35,4.278364
chalearn_15/Train,image_138.jpg,22,2.172357
chalearn_15/Train,image_4849.jpg,21,2.483620
chalearn_15/Train,image_1645.jpg,28,4.501822
chalearn_15/Train,image_817.jpg,27,3.440456
chalearn_15/Train,image_4963.jpg,21,3.933475
chalearn_15/Train,image_4350.jpg,20,3.514547
chalearn_15/Train,image_3634.jpg,31,3.553604
chalearn_15/Train,image_4274.jpg,23,3.979888
chalearn_15/Train,image_4430.jpg,53,5.530978
chalearn_15/Train,image_3206.jpg,21,3.639518
chalearn_15/Train,image_2918.jpg,49,5.981717
chalearn_15/Train,image_3338.jpg,20,2.838197
chalearn_15/Train,image_1219.jpg,53,5.309190
chalearn_15/Train,image_3703.jpg,18,2.388863
chalearn_15/Train,image_830.jpg,49,4.896563
chalearn_15/Train,image_721.jpg,50,5.842849
chalearn_15/Train,image_879.jpg,36,4.444264
chalearn_15/Train,image_1055.jpg,27,2.919026
chalearn_15/Train,image_3491.jpg,47,5.022173
chalearn_15/Train,image_850.jpg,50,4.405647
chalearn_15/Train,image_4305.jpg,29,5.034574
chalearn_15/Train,image_1651.jpg,23,3.641862
chalearn_15/Train,image_3977.jpg,42,5.453719
chalearn_15/Train,image_992.jpg,21,1.726149
chalearn_15/Train,image_1034.jpg,56,4.904038
chalearn_15/Train,image_2936.jpg,29,3.843893
chalearn_15/Train,image_4707.jpg,18,3.422799
chalearn_15/Train,image_3426.jpg,21,3.618546
chalearn_15/Train,image_5058.jpg,36,4.271189
chalearn_15/Train,image_2037.jpg,21,3.272457
chalearn_15/Train,image_2304.jpg,21,4.035483
chalearn_15/Train,image_4023.jpg,19,2.496873
chalearn_15/Train,image_3329.jpg,30,3.667273
chalearn_15/Train,image_532.jpg,57,3.773997
chalearn_15/Train,image_3516.jpg,32,4.165271
chalearn_15/Train,image_1376.jpg,35,3.598159
chalearn_15/Train,image_1798.jpg,21,4.157006
chalearn_15/Train,image_3651.jpg,20,4.060095
chalearn_15/Train,image_287.jpg,31,4.103686
chalearn_15/Train,image_814.jpg,30,4.187895
chalearn_15/Train,image_2556.jpg,21,3.644646
chalearn_15/Train,image_3267.jpg,20,3.104857
chalearn_15/Train,image_3179.jpg,30,5.377135
chalearn_15/Train,image_5017.jpg,47,4.076197
chalearn_15/Train,image_902.jpg,27,3.445261
chalearn_15/Train,image_4309.jpg,35,5.957628
chalearn_15/Train,image_2642.jpg,51,4.444847
chalearn_15/Train,image_3541.jpg,31,4.186113
chalearn_15/Train,image_513.jpg,61,4.321871
chalearn_15/Train,image_4371.jpg,19,2.250850
chalearn_15/Train,image_4340.jpg,29,4.366434
chalearn_15/Train,image_430.jpg,37,4.389226
chalearn_15/Train,image_2222.jpg,26,4.624986
chalearn_15/Train,image_198.jpg,13,2.371708
chalearn_15/Train,image_1650.jpg,27,3.974720
chalearn_15/Train,image_4484.jpg,33,5.922532
chalearn_15/Train,image_2753.jpg,50,5.294820
chalearn_15/Train,image_4103.jpg,24,3.281780
chalearn_15/Train,image_2078.jpg,21,3.227778
chalearn_15/Train,image_2351.jpg,35,5.118276
chalearn_15/Train,image_4149.jpg,28,4.974506
chalearn_15/Train,image_1110.jpg,33,2.704369
chalearn_15/Train,image_3968.jpg,47,3.960549
chalearn_15/Train,image_4254.jpg,19,4.150854
chalearn_15/Train,image_1519.jpg,42,4.022226
chalearn_15/Train,image_594.jpg,50,4.445595
chalearn_15/Train,image_572.jpg,53,3.839669
chalearn_15/Train,image_1561.jpg,27,4.860372
chalearn_15/Train,image_3788.jpg,22,3.472111
chalearn_15/Train,image_2549.jpg,22,4.065846
chalearn_15/Train,image_2137.jpg,46,5.133050
chalearn_15/Train,image_136.jpg,22,3.006917
chalearn_15/Train,image_4929.jpg,18,2.343786
chalearn_15/Train,image_659.jpg,43,4.936280
chalearn_15/Train,image_699.jpg,54,3.949384
chalearn_15/Train,image_3294.jpg,21,3.542848
chalearn_15/Train,image_4328.jpg,29,3.574285
chalearn_15/Train,image_2760.jpg,18,2.716953
chalearn_15/Train,image_4931.jpg,25,3.958363
chalearn_15/Train,image_4925.jpg,16,2.763649
chalearn_15/Train,image_4505.jpg,15,1.846121
chalearn_15/Train,image_2641.jpg,57,4.240681
chalearn_15/Train,image_3653.jpg,33,3.796014
chalearn_15/Train,image_411.jpg,32,3.901567
chalearn_15/Train,image_648.jpg,42,4.229526
chalearn_15/Train,image_109.jpg,24,2.054805
chalearn_15/Train,image_3126.jpg,38,4.351275
chalearn_15/Train,image_1834.jpg,18,3.064990
chalearn_15/Train,image_4179.jpg,39,5.101062
chalearn_15/Train,image_2322.jpg,24,5.274816
chalearn_15/Train,image_3654.jpg,28,3.581081
chalearn_15/Train,image_4842.jpg,34,4.907427
chalearn_15/Train,image_2836.jpg,38,4.733741
chalearn_15/Train,image_2860.jpg,48,4.582328
chalearn_15/Train,image_1857.jpg,22,3.582209
chalearn_15/Train,image_660.jpg,45,4.994672
chalearn_15/Train,image_629.jpg,44,4.656025
chalearn_15/Train,image_3790.jpg,21,3.509659
chalearn_15/Train,image_1391.jpg,47,4.196364
chalearn_15/Train,image_2364.jpg,33,5.456442
chalearn_15/Train,image_586.jpg,57,4.079100
chalearn_15/Train,image_1105.jpg,53,5.549179
chalearn_15/Train,image_3034.jpg,25,3.758796
chalearn_15/Train,image_3023.jpg,51,3.981611
chalearn_15/Train,image_3394.jpg,34,4.121210
chalearn_15/Train,image_1635.jpg,24,4.147592
chalearn_15/Train,image_3082.jpg,30,4.447127
chalearn_15/Train,image_3580.jpg,25,4.304488
chalearn_15/Train,image_3821.jpg,32,4.517699
chalearn_15/Train,image_3350.jpg,35,4.798003
chalearn_15/Train,image_273.jpg,30,4.888081
chalearn_15/Train,image_4303.jpg,22,2.015496
chalearn_15/Train,image_5010.jpg,22,3.736199
chalearn_15/Train,image_2534.jpg,23,3.620420
chalearn_15/Train,image_3752.jpg,26,5.157222
chalearn_15/Train,image_4562.jpg,21,2.365785
chalearn_15/Train,image_4620.jpg,25,3.582839
chalearn_15/Train,image_265.jpg,26,2.500000
chalearn_15/Train,image_624.jpg,23,3.895074
chalearn_15/Train,image_2619.jpg,44,5.010646
chalearn_15/Train,image_3827.jpg,27,4.263510
chalearn_15/Train,image_3325.jpg,62,3.617440
chalearn_15/Train,image_2030.jpg,28,5.312461
chalearn_15/Train,image_4916.jpg,16,3.614784
chalearn_15/Train,image_4875.jpg,23,3.400313
chalearn_15/Train,image_1913.jpg,39,5.232197
chalearn_15/Train,image_3079.jpg,49,5.403394
chalearn_15/Train,image_4868.jpg,22,3.479532
chalearn_15/Train,image_352.jpg,33,3.415939
chalearn_15/Train,image_1291.jpg,27,3.286491
chalearn_15/Train,image_97.jpg,24,2.153397
chalearn_15/Train,image_4644.jpg,23,3.280244
chalearn_15/Train,image_4884.jpg,66,4.497205
chalearn_15/Train,image_1006.jpg,26,3.868370
chalearn_15/Train,image_369.jpg,54,5.354126
chalearn_15/Train,image_2877.jpg,27,4.702061
chalearn_15/Train,image_1625.jpg,29,4.229798
chalearn_15/Train,image_2299.jpg,33,5.834381
chalearn_15/Train,image_4173.jpg,42,3.791781
chalearn_15/Train,image_2150.jpg,29,3.864207
chalearn_15/Train,image_4241.jpg,19,2.669270
chalearn_15/Train,image_4600.jpg,31,5.233819
chalearn_15/Train,image_2399.jpg,26,4.357483
chalearn_15/Train,image_3276.jpg,18,2.523024
chalearn_15/Train,image_3235.jpg,27,4.587369
chalearn_15/Train,image_2876.jpg,41,5.269090
chalearn_15/Train,image_2211.jpg,21,5.005076
chalearn_15/Train,image_1258.jpg,39,4.214655
chalearn_15/Train,image_1431.jpg,30,2.894598
chalearn_15/Train,image_792.jpg,35,4.416348
chalearn_15/Train,image_2536.jpg,27,4.335669
chalearn_15/Train,image_1572.jpg,10,1.724653
chalearn_15/Train,image_3999.jpg,30,4.599009
chalearn_15/Train,image_1312.jpg,28,2.970089
chalearn_15/Train,image_1138.jpg,27,3.267028
chalearn_15/Train,image_173.jpg,22,2.180724
chalearn_15/Train,image_4854.jpg,47,5.051217
chalearn_15/Train,image_1956.jpg,40,4.468606
chalearn_15/Train,image_1933.jpg,22,3.474382
chalearn_15/Train,image_4125.jpg,33,4.189935
chalearn_15/Train,image_1716.jpg,15,2.605289
chalearn_15/Train,image_2765.jpg,23,4.773880
chalearn_15/Train,image_4777.jpg,52,3.791925
chalearn_15/Train,image_2371.jpg,20,5.042132
chalearn_15/Train,image_1719.jpg,24,4.062873
chalearn_15/Train,image_2327.jpg,24,4.546672
chalearn_15/Train,image_1351.jpg,28,4.857740
chalearn_15/Train,image_475.jpg,42,5.291503
chalearn_15/Train,image_2595.jpg,60,5.796836
chalearn_15/Train,image_1165.jpg,25,2.470231
chalearn_15/Train,image_758.jpg,31,3.968813
chalearn_15/Train,image_3081.jpg,62,4.238715
chalearn_15/Train,image_1065.jpg,22,2.673561
chalearn_15/Train,image_4992.jpg,20,3.227486
chalearn_15/Train,image_5012.jpg,20,1.712698
chalearn_15/Train,image_3672.jpg,24,2.872255
chalearn_15/Train,image_2339.jpg,18,3.535180
chalearn_15/Train,image_3553.jpg,28,4.536500
chalearn_15/Train,image_2773.jpg,40,3.132432
chalearn_15/Train,image_183.jpg,19,2.223483
chalearn_15/Train,image_2025.jpg,17,2.605446
chalearn_15/Train,image_3043.jpg,26,4.693236
chalearn_15/Train,image_3185.jpg,34,4.196992
chalearn_15/Train,image_2177.jpg,57,4.291294
chalearn_15/Train,image_3565.jpg,31,3.855155
chalearn_15/Train,image_2602.jpg,45,4.272925
chalearn_15/Train,image_2744.jpg,28,4.720145
chalearn_15/Train,image_2152.jpg,22,3.952863
chalearn_15/Train,image_2547.jpg,22,4.607078
chalearn_15/Train,image_3055.jpg,24,4.404663
chalearn_15/Train,image_3926.jpg,22,3.738723
chalearn_15/Train,image_1097.jpg,44,4.920672
chalearn_15/Train,image_3039.jpg,32,4.542729
chalearn_15/Train,image_4888.jpg,30,2.812423
chalearn_15/Train,image_4561.jpg,21,3.851848
chalearn_15/Train,image_611.jpg,26,3.438230
chalearn_15/Train,image_962.jpg,19,3.563457
chalearn_15/Train,image_1482.jpg,28,3.098005
chalearn_15/Train,image_2168.jpg,26,4.578806
chalearn_15/Train,image_4967.jpg,28,5.397786
chalearn_15/Train,image_2774.jpg,34,4.748495
chalearn_15/Train,image_4217.jpg,27,4.308422
chalearn_15/Train,image_5028.jpg,26,3.979540
chalearn_15/Train,image_2163.jpg,41,4.871927
chalearn_15/Train,image_3047.jpg,17,2.989232
chalearn_15/Train,image_612.jpg,29,3.442988
chalearn_15/Train,image_432.jpg,51,4.686890
chalearn_15/Train,image_2553.jpg,54,5.369886
chalearn_15/Train,image_2356.jpg,23,4.378088
chalearn_15/Train,image_2763.jpg,41,4.264029
chalearn_15/Train,image_3165.jpg,34,4.911323
chalearn_15/Train,image_1598.jpg,50,5.498426
chalearn_15/Train,image_5068.jpg,17,3.481731
chalearn_15/Train,image_735.jpg,58,5.771097
chalearn_15/Train,image_1339.jpg,56,5.293064
chalearn_15/Train,image_2067.jpg,37,5.925699
chalearn_15/Train,image_2901.jpg,37,5.300655
chalearn_15/Train,image_2563.jpg,23,4.319175
chalearn_15/Train,image_455.jpg,30,5.372514
chalearn_15/Train,image_5008.jpg,20,2.719477
chalearn_15/Train,image_2400.jpg,27,4.409065
chalearn_15/Train,image_2711.jpg,49,2.300820
chalearn_15/Train,image_1253.jpg,48,4.467570
chalearn_15/Train,image_4134.jpg,34,4.756900
chalearn_15/Train,image_271.jpg,34,4.205816
chalearn_15/Train,image_2538.jpg,24,4.004997
chalearn_15/Train,image_888.jpg,29,3.967341
chalearn_15/Train,image_2666.jpg,37,4.667976
chalearn_15/Train,image_3211.jpg,15,3.450344
chalearn_15/Train,image_3837.jpg,38,4.701469
chalearn_15/Train,image_3816.jpg,31,2.899952
chalearn_15/Train,image_1415.jpg,58,4.889757
chalearn_15/Train,image_140.jpg,23,3.511054
chalearn_15/Train,image_2310.jpg,64,4.685585
chalearn_15/Train,image_752.jpg,7,1.768867
chalearn_15/Train,image_449.jpg,28,4.537810
chalearn_15/Train,image_1204.jpg,38,2.788395
chalearn_15/Train,image_383.jpg,33,2.014739
chalearn_15/Train,image_4728.jpg,32,2.824240
chalearn_15/Train,image_3444.jpg,28,4.362052
chalearn_15/Train,image_3947.jpg,18,4.252850
chalearn_15/Train,image_3383.jpg,37,5.110338
chalearn_15/Train,image_471.jpg,33,4.143863
chalearn_15/Train,image_1022.jpg,30,4.453845
chalearn_15/Train,image_4586.jpg,19,3.408423
chalearn_15/Train,image_1121.jpg,37,4.129559
chalearn_15/Train,image_5035.jpg,37,3.739281
chalearn_15/Train,image_1727.jpg,21,3.661791
chalearn_15/Train,image_3892.jpg,26,3.395217
chalearn_15/Train,image_4598.jpg,30,4.303666
chalearn_15/Train,image_1373.jpg,57,5.507571
chalearn_15/Train,image_4140.jpg,24,3.802795
chalearn_15/Train,image_111.jpg,24,3.383415
chalearn_15/Train,image_598.jpg,31,4.573474
chalearn_15/Train,image_4058.jpg,35,4.487293
chalearn_15/Train,image_356.jpg,35,4.422166
chalearn_15/Train,image_2359.jpg,21,4.280891
chalearn_15/Train,image_2730.jpg,57,4.584278
chalearn_15/Train,image_1689.jpg,26,3.713921
chalearn_15/Train,image_2922.jpg,29,4.249967
chalearn_15/Train,image_4445.jpg,24,2.821203
chalearn_15/Train,image_70.jpg,21,2.807899
chalearn_15/Train,image_180.jpg,19,3.026984
chalearn_15/Train,image_3488.jpg,34,5.755211
chalearn_15/Train,image_1792.jpg,24,3.850825
chalearn_15/Train,image_4188.jpg,21,3.935708
chalearn_15/Train,image_3975.jpg,25,4.535574
chalearn_15/Train,image_3594.jpg,25,4.115125
chalearn_15/Train,image_2273.jpg,28,4.187647
chalearn_15/Train,image_2427.jpg,47,4.641253
chalearn_15/Train,image_1819.jpg,20,3.789244
chalearn_15/Train,image_579.jpg,51,4.288227
chalearn_15/Train,image_3576.jpg,52,3.712442
chalearn_15/Train,image_3438.jpg,38,5.551109
chalearn_15/Train,image_4492.jpg,24,3.159465
chalearn_15/Train,image_4653.jpg,16,3.226169
chalearn_15/Train,image_2503.jpg,16,2.956992
chalearn_15/Train,image_4530.jpg,66,3.713083
chalearn_15/Train,image_1281.jpg,26,3.389660
chalearn_15/Train,image_867.jpg,62,5.314420
chalearn_15/Train,image_5002.jpg,23,4.208985
chalearn_15/Train,image_2053.jpg,18,3.035731
chalearn_15/Train,image_1256.jpg,36,3.570093
chalearn_15/Train,image_3166.jpg,34,5.049924
chalearn_15/Train,image_1773.jpg,33,4.177377
chalearn_15/Train,image_4210.jpg,19,3.375730
chalearn_15/Train,image_3004.jpg,41,6.624522
chalearn_15/Train,image_459.jpg,23,3.765304
chalearn_15/Train,image_4764.jpg,18,3.685407
chalearn_15/Train,image_4788.jpg,25,4.318436
chalearn_15/Train,image_2054.jpg,20,4.253516
chalearn_15/Train,image_804.jpg,4,1.239239
chalearn_15/Train,image_561.jpg,52,5.230769
chalearn_15/Train,image_1005.jpg,31,4.316556
chalearn_15/Train,image_3116.jpg,22,3.057014
chalearn_15/Train,image_2879.jpg,31,3.181580
chalearn_15/Train,image_1438.jpg,36,3.885948
chalearn_15/Train,image_429.jpg,55,5.695425
chalearn_15/Train,image_1457.jpg,46,3.141300
chalearn_15/Train,image_3316.jpg,17,2.642625
chalearn_15/Train,image_5053.jpg,37,4.753074
chalearn_15/Train,image_1749.jpg,48,5.056605
chalearn_15/Train,image_2275.jpg,23,3.252053
chalearn_15/Train,image_3628.jpg,27,3.148021
chalearn_15/Train,image_4227.jpg,59,3.475694
chalearn_15/Train,image_4460.jpg,20,4.216058
chalearn_15/Train,image_839.jpg,49,4.376874
chalearn_15/Train,image_2414.jpg,37,4.770736
chalearn_15/Train,image_1125.jpg,34,3.316625
chalearn_15/Train,image_436.jpg,43,5.241395
chalearn_15/Train,image_1978.jpg,25,4.143557
chalearn_15/Train,image_2073.jpg,17,3.332007
chalearn_15/Train,image_390.jpg,43,5.192715
chalearn_15/Train,image_3009.jpg,50,4.177082
chalearn_15/Train,image_1270.jpg,45,3.627261
chalearn_15/Train,image_3844.jpg,20,3.806546
chalearn_15/Train,image_2893.jpg,53,4.897385
chalearn_15/Train,image_4310.jpg,19,2.858036
chalearn_15/Train,image_2498.jpg,16,3.285084
chalearn_15/Train,image_4429.jpg,29,5.062870
chalearn_15/Train,image_4296.jpg,25,2.628635
chalearn_15/Train,image_3601.jpg,36,5.916180
chalearn_15/Train,image_3893.jpg,40,4.085884
chalearn_15/Train,image_3590.jpg,21,3.254228
chalearn_15/Train,image_1615.jpg,29,4.879841
chalearn_15/Train,image_1925.jpg,27,4.052700
chalearn_15/Train,image_4763.jpg,17,3.653346
chalearn_15/Train,image_1955.jpg,28,4.228475
chalearn_15/Train,image_3542.jpg,25,3.256252
chalearn_15/Train,image_3290.jpg,29,5.042570
chalearn_15/Train,image_1791.jpg,30,4.777947
chalearn_15/Train,image_953.jpg,23,4.480068
chalearn_15/Train,image_1801.jpg,23,3.187929
chalearn_15/Train,image_2544.jpg,21,4.045027
chalearn_15/Train,image_4319.jpg,40,4.812856
chalearn_15/Train,image_2323.jpg,22,4.108693
chalearn_15/Train,image_2265.jpg,36,4.399474
chalearn_15/Train,image_4426.jpg,20,4.337779
chalearn_15/Train,image_1357.jpg,47,5.140987
chalearn_15/Train,image_2881.jpg,38,5.557872
chalearn_15/Train,image_1316.jpg,38,4.599974
chalearn_15/Train,image_3443.jpg,35,5.343315
chalearn_15/Train,image_4372.jpg,32,3.429769
chalearn_15/Train,image_1951.jpg,24,3.513982
chalearn_15/Train,image_2654.jpg,47,3.631991
chalearn_15/Train,image_4344.jpg,18,2.793457
chalearn_15/Train,image_4095.jpg,16,2.459167
chalearn_15/Train,image_3529.jpg,28,4.419237
chalearn_15/Train,image_1966.jpg,37,4.748046
chalearn_15/Train,image_67.jpg,22,2.598871
chalearn_15/Train,image_2868.jpg,12,1.739787
chalearn_15/Train,image_76.jpg,23,3.704352
chalearn_15/Train,image_2042.jpg,42,4.973708
chalearn_15/Train,image_4151.jpg,34,4.769696
chalearn_15/Train,image_3992.jpg,25,3.530187
chalearn_15/Train,image_580.jpg,56,3.143669
chalearn_15/Train,image_1474.jpg,30,3.561796
chalearn_15/Train,image_1620.jpg,24,3.200945
chalearn_15/Train,image_908.jpg,31,3.313547
chalearn_15/Train,image_23.jpg,23,2.802655
chalearn_15/Train,image_2127.jpg,28,4.645454
chalearn_15/Train,image_558.jpg,28,3.130658
chalearn_15/Train,image_2681.jpg,24,3.591208
chalearn_15/Train,image_4784.jpg,26,4.452245
chalearn_15/Train,image_4511.jpg,31,4.014679
chalearn_15/Train,image_4205.jpg,16,1.697056
chalearn_15/Train,image_2375.jpg,25,4.067019
chalearn_15/Train,image_1324.jpg,26,3.245090
chalearn_15/Train,image_1627.jpg,27,4.098534
chalearn_15/Train,image_1854.jpg,21,3.774241
chalearn_15/Train,image_3155.jpg,23,2.807899
chalearn_15/Train,image_2492.jpg,16,3.366973
chalearn_15/Train,image_2565.jpg,28,5.226701
chalearn_15/Train,image_1145.jpg,27,2.861381
chalearn_15/Train,image_4604.jpg,28,2.963481
chalearn_15/Train,image_4670.jpg,15,1.707500
