db_name,full_path,age,std,ageGrp
chalearn_15/Train,image_1396.jpg,31,3.1585330000000003,2
chalearn_15/Train,image_1376.jpg,35,3.5981589999999994,2
chalearn_15/Train,image_350.jpg,37,3.6047309999999997,2
chalearn_15/Train,image_3397.jpg,44,4.2260349999999995,3
chalearn_15/Train,image_1066.jpg,39,4.605343,3
chalearn_15/Train,image_4961.jpg,29,5.56617,1
chalearn_15/Train,image_4692.jpg,17,3.6817870000000004,0
chalearn_15/Train,image_2947.jpg,34,4.117113,2
chalearn_15/Train,image_1000.jpg,32,5.390846,2
chalearn_15/Train,image_47.jpg,21,4.829181,0
chalearn_15/Train,image_2605.jpg,31,2.995532,2
chalearn_15/Train,image_5078.jpg,17,1.934698,0
chalearn_15/Train,image_591.jpg,56,4.068852,3
chalearn_15/Train,image_1707.jpg,18,2.884185,0
chalearn_15/Train,image_4871.jpg,31,3.6129290000000003,2
chalearn_15/Train,image_4587.jpg,36,4.73568,2
chalearn_15/Train,image_3870.jpg,34,4.839651,2
chalearn_15/Train,image_2885.jpg,37,4.43662,2
chalearn_15/Train,image_668.jpg,46,4.838211,3
chalearn_15/Train,image_5017.jpg,47,4.0761970000000005,3
chalearn_15/Train,image_4348.jpg,18,3.063944,0
chalearn_15/Train,image_3825.jpg,33,4.339739,2
chalearn_15/Train,image_711.jpg,32,4.049983999999999,2
chalearn_15/Train,image_2461.jpg,29,4.214546,1
chalearn_15/Train,image_4371.jpg,19,2.25085,0
chalearn_15/Train,image_4076.jpg,26,3.0326020000000002,1
chalearn_15/Train,image_188.jpg,20,2.996597,0
chalearn_15/Train,image_1709.jpg,33,4.786804,2
chalearn_15/Train,image_107.jpg,24,2.733537,1
chalearn_15/Train,image_2345.jpg,28,3.715357,1
chalearn_15/Train,image_4819.jpg,21,4.454211,0
chalearn_15/Train,image_183.jpg,19,2.2234830000000003,0
chalearn_15/Train,image_1484.jpg,31,3.078846,2
chalearn_15/Train,image_1687.jpg,28,4.623661,1
chalearn_15/Train,image_1766.jpg,19,3.4892730000000003,0
chalearn_15/Train,image_3089.jpg,25,4.799,1
chalearn_15/Train,image_3538.jpg,44,3.637251,3
chalearn_15/Train,image_4252.jpg,40,4.787076,3
chalearn_15/Train,image_1247.jpg,22,2.2939529999999997,0
chalearn_15/Train,image_573.jpg,51,2.503059,3
chalearn_15/Train,image_3109.jpg,22,4.47371,0
chalearn_15/Train,image_4421.jpg,32,3.906689,2
chalearn_15/Train,image_822.jpg,35,3.067273,2
chalearn_15/Train,image_3177.jpg,33,4.547878,2
chalearn_15/Train,image_1249.jpg,30,3.5949230000000005,2
chalearn_15/Train,image_4095.jpg,16,2.459167,0
chalearn_15/Train,image_2304.jpg,21,4.035483,0
chalearn_15/Train,image_985.jpg,48,4.406435,3
chalearn_15/Train,image_1428.jpg,59,3.5998160000000006,3
chalearn_15/Train,image_1404.jpg,32,3.9223230000000004,2
chalearn_15/Train,image_353.jpg,36,4.13361,2
chalearn_15/Train,image_4322.jpg,33,4.667653,2
chalearn_15/Train,image_4232.jpg,23,3.7856389999999998,1
chalearn_15/Train,image_1822.jpg,15,2.711439,0
chalearn_15/Train,image_3503.jpg,48,4.536636,3
chalearn_15/Train,image_4431.jpg,58,3.630733,3
chalearn_15/Train,image_204.jpg,42,5.958188,3
chalearn_15/Train,image_3819.jpg,29,3.6359660000000003,1
chalearn_15/Train,image_1721.jpg,40,4.286651,3
chalearn_15/Train,image_4538.jpg,17,3.255081,0
chalearn_15/Train,image_1636.jpg,30,4.837994999999999,2
chalearn_15/Train,image_3625.jpg,23,4.3458440000000005,1
chalearn_15/Train,image_3910.jpg,39,4.532458999999999,3
chalearn_15/Train,image_4996.jpg,21,1.8516400000000002,0
chalearn_15/Train,image_279.jpg,44,2.998622,3
chalearn_15/Train,image_906.jpg,28,3.830596,1
chalearn_15/Train,image_4537.jpg,28,4.07894,1
chalearn_15/Train,image_4840.jpg,29,3.3632160000000004,1
chalearn_15/Train,image_4143.jpg,17,3.8815800000000005,0
chalearn_15/Train,image_4454.jpg,20,2.40069,0
chalearn_15/Train,image_4911.jpg,14,2.374396,0
chalearn_15/Train,image_3309.jpg,25,4.541283999999999,1
chalearn_15/Train,image_3955.jpg,30,4.874763,2
chalearn_15/Train,image_4661.jpg,31,4.038151,2
chalearn_15/Train,image_1017.jpg,38,4.969293,3
chalearn_15/Train,image_3130.jpg,25,3.6139120000000005,1
chalearn_15/Train,image_4131.jpg,22,4.214309,0
chalearn_15/Train,image_238.jpg,26,4.013371,1
chalearn_15/Train,image_2863.jpg,29,5.022284,1
chalearn_15/Train,image_3039.jpg,32,4.5427290000000005,2
chalearn_15/Train,image_4947.jpg,24,1.797107,1
chalearn_15/Train,image_4629.jpg,23,4.00739,1
chalearn_15/Train,image_2563.jpg,23,4.319175,1
chalearn_15/Train,image_1491.jpg,37,3.1018220000000003,2
chalearn_15/Train,image_4061.jpg,19,2.7174650000000002,0
chalearn_15/Train,image_752.jpg,7,1.7688669999999997,0
chalearn_15/Train,image_260.jpg,21,4.6651169999999995,0
chalearn_15/Train,image_1022.jpg,30,4.453844999999999,2
chalearn_15/Train,image_2359.jpg,21,4.2808910000000004,0
chalearn_15/Train,image_1777.jpg,24,3.588003,1
chalearn_15/Train,image_4286.jpg,24,3.837823,1
chalearn_15/Train,image_2818.jpg,49,5.746980000000001,3
chalearn_15/Train,image_3768.jpg,45,3.9862260000000003,3
chalearn_15/Train,image_798.jpg,38,3.97505,3
chalearn_15/Train,image_2576.jpg,45,3.252893,3
chalearn_15/Train,image_4796.jpg,59,2.576636,3
chalearn_15/Train,image_1238.jpg,23,2.38089,1
chalearn_15/Train,image_1731.jpg,19,2.9568659999999998,0
chalearn_15/Train,image_4213.jpg,20,3.3804589999999997,0
chalearn_15/Train,image_592.jpg,52,3.8392440000000003,3
chalearn_15/Train,image_5008.jpg,20,2.719477,0
chalearn_15/Train,image_3609.jpg,57,3.507044,3
chalearn_15/Train,image_1149.jpg,29,2.878198,1
chalearn_15/Train,image_2351.jpg,35,5.118276,2
chalearn_15/Train,image_4752.jpg,28,4.227271,1
chalearn_15/Train,image_4493.jpg,44,4.825527,3
chalearn_15/Train,image_3165.jpg,34,4.911323,2
chalearn_15/Train,image_2205.jpg,37,4.76963,2
chalearn_15/Train,image_2464.jpg,44,5.21307,3
chalearn_15/Train,image_5026.jpg,20,2.90899,0
chalearn_15/Train,image_1875.jpg,27,3.6876089999999997,1
chalearn_15/Train,image_2147.jpg,42,3.9190120000000004,3
chalearn_15/Train,image_2149.jpg,31,4.747021,2
chalearn_15/Train,image_2584.jpg,19,2.929636,0
chalearn_15/Train,image_2256.jpg,21,3.8836269999999997,0
chalearn_15/Train,image_1989.jpg,23,3.182292,1
chalearn_15/Train,image_2555.jpg,31,5.030691,2
chalearn_15/Train,image_4577.jpg,17,2.934174,0
chalearn_15/Train,image_1445.jpg,46,4.794969999999999,3
chalearn_15/Train,image_3774.jpg,30,4.616877,2
chalearn_15/Train,image_4300.jpg,26,3.896437,1
chalearn_15/Train,image_2881.jpg,38,5.557872,3
chalearn_15/Train,image_3752.jpg,26,5.157222,1
chalearn_15/Train,image_4992.jpg,20,3.227486,0
chalearn_15/Train,image_3620.jpg,28,3.583328,1
chalearn_15/Train,image_4937.jpg,23,4.065786,1
chalearn_15/Train,image_3553.jpg,28,4.5365,1
chalearn_15/Train,image_3388.jpg,21,3.274591,0
chalearn_15/Train,image_701.jpg,47,2.661453,3
chalearn_15/Train,image_2215.jpg,27,4.56265,1
chalearn_15/Train,image_4206.jpg,17,3.66877,0
chalearn_15/Train,image_4442.jpg,55,5.264557,3
chalearn_15/Train,image_1142.jpg,63,5.792716,3
chalearn_15/Train,image_4170.jpg,22,4.867061,0
chalearn_15/Train,image_2193.jpg,44,4.912616000000001,3
chalearn_15/Train,image_580.jpg,56,3.143669,3
chalearn_15/Train,image_3475.jpg,36,5.662262999999999,2
chalearn_15/Train,image_3034.jpg,25,3.758796,1
chalearn_15/Train,image_2129.jpg,33,4.325264,2
chalearn_15/Train,image_624.jpg,23,3.8950739999999997,1
chalearn_15/Train,image_3301.jpg,21,4.494895,0
chalearn_15/Train,image_3912.jpg,51,3.8314160000000004,3
chalearn_15/Train,image_4347.jpg,24,3.6069379999999995,1
chalearn_15/Train,image_3389.jpg,14,2.91357,0
chalearn_15/Train,image_410.jpg,24,3.178371,1
chalearn_15/Train,image_5067.jpg,19,2.0,0
chalearn_15/Train,image_4971.jpg,21,3.329675,0
chalearn_15/Train,image_1798.jpg,21,4.157006,0
chalearn_15/Train,image_3349.jpg,39,4.273432,3
chalearn_15/Train,image_2882.jpg,39,4.8,3
chalearn_15/Train,image_968.jpg,10,3.233277,0
chalearn_15/Train,image_4606.jpg,34,3.195781,2
chalearn_15/Train,image_3208.jpg,20,4.109051,0
chalearn_15/Train,image_1075.jpg,27,3.8285980000000004,1
chalearn_15/Train,image_2433.jpg,36,5.1564440000000005,2
chalearn_15/Train,image_3458.jpg,42,3.661716,3
chalearn_15/Train,image_685.jpg,57,2.499587,3
chalearn_15/Train,image_4634.jpg,19,3.198373,0
chalearn_15/Train,image_2241.jpg,28,4.86785,1
chalearn_15/Train,image_4579.jpg,46,4.659994999999999,3
chalearn_15/Train,image_3933.jpg,29,3.7698440000000004,1
chalearn_15/Train,image_3696.jpg,36,4.489304,2
chalearn_15/Train,image_3443.jpg,35,5.3433150000000005,2
chalearn_15/Train,image_4433.jpg,56,3.567757,3
chalearn_15/Train,image_4600.jpg,31,5.233819,2
chalearn_15/Train,image_336.jpg,27,3.415939,1
chalearn_15/Train,image_1871.jpg,23,4.38178,1
chalearn_15/Train,image_4344.jpg,18,2.793457,0
chalearn_15/Train,image_2498.jpg,16,3.2850839999999994,0
chalearn_15/Train,image_4114.jpg,26,4.881473000000001,1
chalearn_15/Train,image_4064.jpg,50,4.70846,3
chalearn_15/Train,image_1625.jpg,29,4.229798000000001,1
chalearn_15/Train,image_2108.jpg,30,4.3706879999999995,2
chalearn_15/Train,image_4707.jpg,18,3.422799,0
chalearn_15/Train,image_1347.jpg,32,3.411582,2
chalearn_15/Train,image_3245.jpg,24,3.721312,1
chalearn_15/Train,image_3454.jpg,41,4.640171,3
chalearn_15/Train,image_3250.jpg,20,3.331499,0
chalearn_15/Train,image_4205.jpg,16,1.6970560000000001,0
chalearn_15/Train,image_994.jpg,25,3.3904129999999997,1
chalearn_15/Train,image_3978.jpg,34,3.755268,2
chalearn_15/Train,image_1057.jpg,27,3.133102,1
chalearn_15/Train,image_467.jpg,26,5.180756,1
chalearn_15/Train,image_411.jpg,32,3.901567,2
chalearn_15/Train,image_4584.jpg,27,3.622068,1
chalearn_15/Train,image_4461.jpg,42,4.258977,3
chalearn_15/Train,image_4753.jpg,23,3.6891010000000004,1
chalearn_15/Train,image_673.jpg,47,4.206222,3
chalearn_15/Train,image_4405.jpg,19,4.255449,0
chalearn_15/Train,image_3018.jpg,24,3.5271480000000004,1
chalearn_15/Train,image_229.jpg,24,2.7373950000000002,1
chalearn_15/Train,image_2519.jpg,18,3.05931,0
chalearn_15/Train,image_2644.jpg,45,4.279278,3
chalearn_15/Train,image_2190.jpg,40,4.705882,3
chalearn_15/Train,image_1699.jpg,55,5.159572,3
chalearn_15/Train,image_3992.jpg,25,3.530187,1
chalearn_15/Train,image_814.jpg,30,4.187895,2
chalearn_15/Train,image_1794.jpg,52,4.299581,3
chalearn_15/Train,image_3959.jpg,30,4.209704,2
chalearn_15/Train,image_3732.jpg,22,3.428728,0
chalearn_15/Train,image_2393.jpg,27,4.901452,1
chalearn_15/Train,image_70.jpg,21,2.8078990000000004,0
chalearn_15/Train,image_3983.jpg,33,3.8021830000000003,2
chalearn_15/Train,image_891.jpg,33,3.771585,2
chalearn_15/Train,image_432.jpg,51,4.68689,3
chalearn_15/Train,image_5028.jpg,26,3.97954,1
chalearn_15/Train,image_52.jpg,53,5.032322,3
chalearn_15/Train,image_3896.jpg,24,4.716663,1
chalearn_15/Train,image_870.jpg,50,4.8431,3
chalearn_15/Train,image_4426.jpg,20,4.337779,0
chalearn_15/Train,image_1828.jpg,21,3.567915,0
chalearn_15/Train,image_5010.jpg,22,3.7361989999999996,0
chalearn_15/Train,image_5068.jpg,17,3.481731,0
chalearn_15/Train,image_4604.jpg,28,2.9634810000000003,1
chalearn_15/Train,image_5066.jpg,24,3.5742849999999997,1
chalearn_15/Train,image_575.jpg,50,4.823412,3
chalearn_15/Train,image_3046.jpg,24,3.127397,1
chalearn_15/Train,image_466.jpg,27,3.4777400000000003,1
chalearn_15/Train,image_2829.jpg,28,4.227162,1
chalearn_15/Train,image_2315.jpg,24,4.661154,1
chalearn_15/Train,image_784.jpg,58,4.506169,3
chalearn_15/Train,image_3691.jpg,22,3.258466,0
chalearn_15/Train,image_248.jpg,62,4.252369,3
chalearn_15/Train,image_5005.jpg,20,2.133312,0
chalearn_15/Train,image_3542.jpg,25,3.256252,1
chalearn_15/Train,image_660.jpg,45,4.9946720000000004,3
chalearn_15/Train,image_4554.jpg,32,5.074592,2
chalearn_15/Train,image_1522.jpg,35,4.942647,2
chalearn_15/Train,image_3585.jpg,41,4.257143,3
chalearn_15/Train,image_3790.jpg,21,3.5096589999999996,0
chalearn_15/Train,image_1834.jpg,18,3.0649900000000003,0
chalearn_15/Train,image_2350.jpg,24,4.852472,1
chalearn_15/Train,image_2635.jpg,52,4.913448000000001,3
chalearn_15/Train,image_258.jpg,35,5.655283,2
chalearn_15/Train,image_2255.jpg,21,4.033248,0
chalearn_15/Train,image_3987.jpg,30,4.03839,2
chalearn_15/Train,image_2810.jpg,18,2.785613,0
chalearn_15/Train,image_3666.jpg,28,3.411582,1
chalearn_15/Train,image_4516.jpg,22,3.3627309999999997,0
chalearn_15/Train,image_1917.jpg,34,4.819733,2
chalearn_15/Train,image_3612.jpg,28,4.335897,1
chalearn_15/Train,image_664.jpg,55,5.076923000000001,3
chalearn_15/Train,image_154.jpg,27,4.401586,1
chalearn_15/Train,image_1179.jpg,40,5.634844999999999,3
chalearn_15/Train,image_1326.jpg,31,3.499789,2
chalearn_15/Train,image_2206.jpg,23,1.726594,1
chalearn_15/Train,image_2148.jpg,24,3.977439,1
chalearn_15/Train,image_3200.jpg,17,3.949296,0
chalearn_15/Train,image_1286.jpg,30,2.789375,2
chalearn_15/Train,image_3022.jpg,22,5.236623000000001,0
chalearn_15/Train,image_4723.jpg,20,2.677984,0
chalearn_15/Train,image_830.jpg,49,4.8965629999999996,3
chalearn_15/Train,image_3191.jpg,22,5.974483,0
chalearn_15/Train,image_2120.jpg,36,4.156852,2
chalearn_15/Train,image_2604.jpg,43,4.43662,3
chalearn_15/Train,image_2338.jpg,19,3.651124,0
chalearn_15/Train,image_2890.jpg,40,4.014418,3
chalearn_15/Train,image_1122.jpg,33,4.185789,2
chalearn_15/Train,image_132.jpg,23,2.413116,1
chalearn_15/Train,image_629.jpg,44,4.656025,3
chalearn_15/Train,image_1894.jpg,47,4.699201,3
chalearn_15/Train,image_1016.jpg,38,4.630744,3
chalearn_15/Train,image_2195.jpg,27,4.92275,1
chalearn_15/Train,image_1427.jpg,27,1.5583870000000002,1
chalearn_15/Train,image_1785.jpg,31,5.683465,2
chalearn_15/Train,image_935.jpg,17,3.5551449999999996,0
chalearn_15/Train,image_4003.jpg,15,2.6999869999999997,0
chalearn_15/Train,image_2889.jpg,25,3.8815800000000005,1
chalearn_15/Train,image_3725.jpg,34,4.555217,2
chalearn_15/Train,image_4983.jpg,24,4.8911620000000005,1
chalearn_15/Train,image_3897.jpg,24,4.563624,1
chalearn_15/Train,image_4922.jpg,38,4.293933999999999,3
chalearn_15/Train,image_3580.jpg,25,4.304488,1
chalearn_15/Train,image_4027.jpg,24,5.221413,1
chalearn_15/Train,image_3649.jpg,24,3.993759,1
chalearn_15/Train,image_3179.jpg,30,5.377135,2
chalearn_15/Train,image_378.jpg,40,3.8359199999999998,3
chalearn_15/Train,image_1301.jpg,29,3.3104660000000004,1
chalearn_15/Train,image_3486.jpg,31,3.3162830000000003,2
chalearn_15/Train,image_4465.jpg,36,4.959004,2
chalearn_15/Train,image_2344.jpg,27,3.401879,1
chalearn_15/Train,image_3644.jpg,17,2.304999,0
chalearn_15/Train,image_2323.jpg,22,4.108693,0
chalearn_15/Train,image_581.jpg,47,4.775041000000001,3
chalearn_15/Train,image_2773.jpg,40,3.132432,3
chalearn_15/Train,image_2687.jpg,56,4.8676260000000005,3
chalearn_15/Train,image_3630.jpg,29,4.292026,1
chalearn_15/Train,image_1240.jpg,27,3.247211,1
chalearn_15/Train,image_1055.jpg,27,2.9190259999999997,1
chalearn_15/Train,image_3410.jpg,30,4.194953,2
chalearn_15/Train,image_3800.jpg,22,4.091414,0
chalearn_15/Train,image_1595.jpg,31,4.073662000000001,2
chalearn_15/Train,image_3321.jpg,37,5.294996,2
chalearn_15/Train,image_3766.jpg,28,3.8392440000000003,1
chalearn_15/Train,image_4562.jpg,21,2.365785,0
chalearn_15/Train,image_2596.jpg,50,4.659399,3
chalearn_15/Train,image_3094.jpg,13,2.228447,0
chalearn_15/Train,image_4188.jpg,21,3.935708,0
chalearn_15/Train,image_460.jpg,27,3.4314940000000003,1
chalearn_15/Train,image_4438.jpg,37,3.6617319999999998,2
chalearn_15/Train,image_1258.jpg,39,4.2146550000000005,3
chalearn_15/Train,image_2233.jpg,16,2.4478020000000003,0
chalearn_15/Train,image_1402.jpg,31,4.448256,2
chalearn_15/Train,image_2476.jpg,45,4.585805000000001,3
chalearn_15/Train,image_3903.jpg,27,4.668513,1
chalearn_15/Train,image_4058.jpg,35,4.487293,2
chalearn_15/Train,image_433.jpg,59,4.431579,3
chalearn_15/Train,image_1755.jpg,45,5.333895,3
chalearn_15/Train,image_595.jpg,20,1.761261,0
chalearn_15/Train,image_3019.jpg,32,4.23238,2
chalearn_15/Train,image_3126.jpg,38,4.351275,3
chalearn_15/Train,image_5079.jpg,21,3.8932019999999996,0
chalearn_15/Train,image_2638.jpg,37,4.578533,2
chalearn_15/Train,image_227.jpg,24,3.8622099999999997,1
chalearn_15/Train,image_4727.jpg,56,3.782551,3
chalearn_15/Train,image_3763.jpg,20,3.128698,0
chalearn_15/Train,image_1655.jpg,29,4.080807,1
chalearn_15/Train,image_1809.jpg,23,4.397595,1
chalearn_15/Train,image_4180.jpg,45,5.1345529999999995,3
chalearn_15/Train,image_2901.jpg,37,5.300655,2
chalearn_15/Train,image_1867.jpg,32,4.584775,2
chalearn_15/Train,image_2154.jpg,60,4.705216,3
chalearn_15/Train,image_727.jpg,25,3.0884400000000003,1
chalearn_15/Train,image_1966.jpg,37,4.7480459999999995,2
chalearn_15/Train,image_4002.jpg,34,4.00739,2
chalearn_15/Train,image_1269.jpg,54,4.838198,3
chalearn_15/Train,image_627.jpg,35,3.0167189999999997,2
chalearn_15/Train,image_3201.jpg,34,4.569679,2
chalearn_15/Train,image_586.jpg,57,4.0791,3
chalearn_15/Train,image_1105.jpg,53,5.5491790000000005,3
chalearn_15/Train,image_3587.jpg,23,3.607673,1
chalearn_15/Train,image_1056.jpg,27,3.329675,1
chalearn_15/Train,image_2431.jpg,52,4.124493,3
chalearn_15/Train,image_1948.jpg,29,4.696711,1
chalearn_15/Train,image_4641.jpg,21,2.8679,0
chalearn_15/Train,image_3882.jpg,40,3.622492,3
chalearn_15/Train,image_3968.jpg,47,3.960549,3
chalearn_15/Train,image_4063.jpg,21,3.4448230000000004,0
chalearn_15/Train,image_5027.jpg,19,3.129785,0
chalearn_15/Train,image_839.jpg,49,4.376874,3
chalearn_15/Train,image_4009.jpg,36,3.869396,2
chalearn_15/Train,image_1031.jpg,41,4.795832,3
chalearn_15/Train,image_3748.jpg,30,3.5933580000000003,2
chalearn_15/Train,image_1592.jpg,30,3.4978589999999996,2
chalearn_15/Train,image_3337.jpg,38,4.3102730000000005,3
chalearn_15/Train,image_4940.jpg,20,3.198373,0
chalearn_15/Train,image_2548.jpg,15,2.267236,0
chalearn_15/Train,image_1895.jpg,21,3.401396,0
chalearn_15/Train,image_3234.jpg,66,5.205822,3
chalearn_15/Train,image_3125.jpg,35,3.9436269999999998,2
chalearn_15/Train,image_4072.jpg,22,2.925842,0
chalearn_15/Train,image_724.jpg,27,4.583221,1
chalearn_15/Train,image_4763.jpg,17,3.653346,0
chalearn_15/Train,image_3827.jpg,27,4.26351,1
chalearn_15/Train,image_2459.jpg,32,5.194147,2
chalearn_15/Train,image_644.jpg,56,4.335134,3
chalearn_15/Train,image_2333.jpg,31,5.2291989999999995,2
